3.438509592014292e-09	2.1385082399933618e-09	2.3719478040250273e-09	2.501410592705955e-09	8.62619028414405e-10	3.154696530700589e-10	
3.6404853853430625e-09	4.200065368155672e-09	7.011314554097962e-10	8.325964629870533e-10	8.050085943210466e-11	0.0	
3.945978585572857e-09	4.719723410664828e-09	3.190952002708702e-09	1.3118578778483658e-09	0.0	0.0	
3.4316625773647974e-09	2.895412979006961e-09	1.0023668266262765e-09	2.3572720630462076e-10	0.0	0.0	
4.918984087711575e-09	5.5240697287677505e-09	3.428275608420447e-09	2.271381226513777e-09	8.272842212481698e-10	7.141682366827719e-11	
2.977353893522766e-09	3.0948360784979897e-09	2.0888610289943332e-09	6.619935430316979e-10	0.0	0.0	
4.193849913732524e-09	1.8004343925930763e-09	2.013562767853682e-09	5.885509089234519e-11	0.0	0.0	
3.005610673763796e-09	2.3939830823312155e-09	1.1631499274512215e-11	0.0	0.0	0.0	
4.318697424500796e-09	2.8755480492089306e-09	4.649919244501072e-10	3.457820013217258e-11	0.0	0.0	
4.814388206193967e-09	1.7554427826740914e-09	8.536060188404971e-10	0.0	0.0	0.0	
4.56317501881611e-09	5.223380888418727e-09	1.037183453569498e-09	4.780546088085319e-10	1.4996529146367987e-10	1.3237036782034675e-10	
5.086561799691447e-09	3.7671526737990704e-09	2.913054426666495e-09	1.9492736825896813e-09	3.2262978732980535e-10	0.0	
8.6790594921152e-09	4.9831599487788055e-09	1.4027262125247244e-09	6.648272231812092e-10	0.0	0.0	
2.2431585023343863e-09	2.1921871638550775e-09	3.252623195953605e-10	2.9082199193320894e-10	2.6199587215348677e-11	0.0	
5.8950357469726015e-09	6.1097429414970926e-09	3.5047319648608944e-09	1.7782222822087248e-09	4.6067271428169793e-10	0.0	
5.042730933088622e-09	7.086760681470104e-09	3.8825390295843714e-10	1.1605270096747568e-10	0.0	0.0	
5.098928644278622e-09	3.2120817131240857e-09	1.383503897605669e-09	8.116055054457942e-10	4.46062001009294e-10	0.0	
5.102583069826419e-09	3.240849615707264e-09	3.470233736243178e-09	9.280075626213338e-10	9.212558579553615e-10	0.0	
5.8738176089392085e-09	7.640416727429582e-09	1.1301021348738797e-09	2.8952706006730806e-10	0.0	0.0	
