2.4389175792025443e-10	3.8715403308898524e-10	5.073153002256123e-10	6.589819948849397e-10	8.359396815964401e-10	1.0344013035258113e-09	
1.3979454645668566e-10	2.219100101047601e-10	2.9223885532435596e-10	3.5766463260392154e-10	4.192597546846999e-10	4.5184447103981e-10	
1.8600590747140522e-10	2.952659731924083e-10	3.869078791233594e-10	4.712768971271238e-10	5.699293996445813e-10	6.699056305486927e-10	
4.835663999269537e-10	7.676138119405212e-10	1.0058586458595035e-09	1.2185109725797033e-09	1.4139567309901495e-09	1.5967010725686846e-09	
8.956223801698417e-11	1.1551323600406633e-10	1.5638168541109798e-10	1.5137635069001488e-10	1.8282548936067277e-10	2.2193886835309143e-10	
1.444137914980308e-10	2.292426045426903e-10	3.003927915206445e-10	3.638999516069966e-10	4.3240149715331747e-10	5.09382241574213e-10	
1.6293211074372273e-10	2.586386039939846e-10	3.3891244781371897e-10	4.105631920596378e-10	4.836297352330363e-10	5.732327999832533e-10	
1.2598739873778318e-10	1.9999252929109404e-10	2.9740568943477016e-10	4.418090581634286e-10	6.088918067055828e-10	2.3391446291319936e-10	
3.667479611896244e-12	5.821760993996022e-12	7.628665012078054e-12	9.241469526176717e-12	1.0723775439718657e-11	1.21097508652857e-11	
5.865605540456876e-11	9.311068405351743e-11	1.220095119710797e-10	1.4780399781603226e-10	1.7835044012826475e-10	2.1299983232168865e-10	
5.5442525637368474e-11	8.800952352053259e-11	1.1532510068743065e-10	1.4113612038830401e-10	1.7631620207910073e-10	2.1541303044304707e-10	
3.8350665605728043e-11	6.087788692621335e-11	7.977259912974796e-11	9.663762174827218e-11	1.1213802650341886e-10	1.2896036204511787e-10	
2.5826892941427415e-10	4.099763702429194e-10	5.372210220715657e-10	6.556056653641052e-10	8.232339980708179e-10	1.0316241829286756e-09	
3.9971202067450796e-11	6.345032821030486e-11	8.804649042419167e-11	1.3400115784580977e-10	1.8722032882591211e-10	1.360261160503889e-10	
1.6932836234156342e-10	2.6879202050905017e-10	3.522171872905573e-10	4.311741987361046e-10	5.06623001369597e-10	5.792031582654392e-10	
1.009134459781763e-10	1.6019011030349315e-10	2.099084265076268e-10	2.54285949610667e-10	3.349540063716647e-10	4.3056440411451746e-10	
8.892611443946821e-11	1.4116140760865635e-10	1.8497377209240017e-10	2.2407976693529286e-10	2.6002153601135234e-10	3.007700715188981e-10	
1.8312283663359723e-10	2.9068938351157297e-10	3.8091085011292224e-10	4.860543988712058e-10	6.085083288706436e-10	7.500759932310536e-10	
2.370715171478811e-10	3.7632757571224344e-10	4.931286277256796e-10	5.973827895702576e-10	6.932013213654399e-10	7.896692441262569e-10	
1.2753730765432503e-10	2.0245285633566747e-10	2.6595848922556097e-10	3.290199423209824e-10	3.9233446370441334e-10	4.5424792674621495e-10	
3.9038930788427587e-11	6.591532173465922e-11	9.129338029552303e-11	8.18087373567272e-11	9.493063045173639e-11	1.0719977219936933e-10	
7.799760286754857e-11	1.2448415031594613e-10	1.7016489587051759e-10	1.9861245545254478e-10	2.1000957045853667e-10	2.407636029913415e-10	
5.186525040824077e-11	8.233095305863548e-11	1.0788406835271779e-10	1.3069224149482243e-10	1.5165491219054812e-10	1.7125528359371337e-10	
1.7057147462597823e-10	2.707653382570449e-10	3.548029650436057e-10	4.2981318278575843e-10	5.006503244892884e-10	5.76362493079735e-10	
4.445841197798149e-10	7.057332994268341e-10	9.361607253803964e-10	1.1546607200385132e-09	1.2976909931056595e-09	1.4075090273696416e-09	
1.777629641883265e-10	2.8218111635353487e-10	3.6976186614589295e-10	4.482701328079284e-10	5.270452158773419e-10	6.061336884629549e-10	
5.345473263777163e-11	8.485409882187753e-11	1.1119032462539342e-10	1.3469748573366198e-10	1.5630258642427047e-10	1.7689872310287503e-10	
6.387589055931344e-11	1.0139665586925974e-10	1.3286720663546174e-10	1.6187252782790814e-10	1.9030985785189894e-10	2.1769922180375834e-10	
7.31258940365744e-11	1.1608012111977332e-10	1.5210798923168613e-10	1.8426570637812415e-10	2.1382141128561806e-10	2.507126516182539e-10	
4.7177903006455334e-11	7.489025286210088e-11	1.0016287552848028e-10	1.2706582060950808e-10	1.5409257858534612e-10	1.5007060712780323e-10	
8.387119628813464e-11	1.3313722521761626e-10	1.8166853936756238e-10	2.333115987390758e-10	2.423455662670914e-10	2.6348672889650984e-10	
9.773004490206588e-11	1.642122102620735e-10	2.525468144788445e-10	1.9294688841489141e-10	2.0428325627497938e-10	2.3588077295782203e-10	
2.2248800216731746e-10	3.5378728161951227e-10	4.724620637970524e-10	5.775988333515422e-10	6.599394149625647e-10	8.094526699321773e-10	
2.7454835229849363e-10	4.358183432547646e-10	5.835679053377078e-10	7.393388240888288e-10	8.362126069620685e-10	8.926371032581167e-10	
